"Row ID","Order ID","Order Date","Order Priority","Order Quantity",Sales,Discount,"Ship Mode",Profit,"Unit Price","Shipping Cost","Customer Name",Province,Region,"Customer Segment","Product Category","Product Sub-Category","Product Name","Product Container","Product Base Margin","Ship Date"
1210,8868,2009-01-28,Low,34,179.99,0.03,"Regular Air",-102.27,5.18,5.74,"Cindy Chapman",Yukon,Yukon,Corporate,"Office Supplies","Binders and Binder Accessories","Wilson Jones Impact Binders","Small Box",0.36,2009-02-01
2014,14375,2010-01-31,Medium,7,44.05,0.07,"Regular Air",-21.77,5.78,5.67,"Rick Duston","British Columbia",West,Corporate,"Office Supplies",Paper,"Xerox 1978","Small Box",0.36,2010-02-01
2015,14375,2010-01-31,Medium,50,3872.38,0.1,"Regular Air",1110.35,83.93,19.99,"Rick Duston","Nova Scotia",Atlantic,Corporate,"Office Supplies",Envelopes,"Airmail Envelopes","Small Box",0.38,2010-02-01
6830,48642,2010-02-01,High,50,4159.63,0.05,"Express Air",1332.91,95.99,4.9,"Matt Collister",Quebec,Quebec,"Home Office",Technology,"Telephones and Communication",T60,"Small Box",0.56,2010-02-01
501,3461,2010-01-30,Critical,47,2053.38,0.1,"Regular Air",1040.4,55.99,1.25,"Susan Gilcrest",Saskachewan,Prarie,"Home Office",Technology,"Telephones and Communication",Accessory32,"Small Pack",0.35,2010-02-01
502,3461,2010-01-30,Critical,35,3206.4,0.08,"Regular Air",784.77,115.99,2.5,"Susan Gilcrest",Saskachewan,Prarie,"Home Office",Technology,"Telephones and Communication","StarTAC 7797","Small Box",0.55,2010-02-01
1949,13958,2010-01-23,Low,11,808.673,0.06,"Regular Air",-10.67,85.99,0.99,"Jill Matthias",Yukon,Yukon,Consumer,Technology,"Telephones and Communication",Accessory34,"Wrap Bag",0.55,2010-02-01
7324,52196,2010-01-30,"Not Specified",10,547,0.08,"Regular Air",-97.2,65.99,3.9,"Adam Hart","British Columbia",West,Corporate,Technology,"Telephones and Communication","StarTAC Series","Small Box",0.55,2010-02-01
2245,16166,2010-01-31,Critical,36,78.51,0.09,"Regular Air",-10.06,2.18,1.38,"Anthony Rawles","British Columbia",West,"Small Business","Office Supplies","Rubber Bands","Advantus Push Pins","Wrap Bag",0.44,2010-02-01
6829,48642,2010-02-01,High,36,111.83,0,"Regular Air",19.36,2.94,0.7,"Matt Collister",Quebec,Quebec,"Home Office","Office Supplies","Pens & Art Supplies","Newell 338","Wrap Bag",0.58,2010-02-01
3846,27430,2011-01-31,High,3,315.27,0.08,"Regular Air",278.6,105.98,13.99,"Anthony Garverick","Nova Scotia",Atlantic,"Small Business",Furniture,"Office Furnishings","Tenex 46" x 60" Computer Anti-Static Chairmat. Rectangular Shaped","Medium Box",0.65,2011-02-01
3845,27430,2011-01-31,High,12,82.64,0.1,"Regular Air",0.35,7.08,2.35,"Anthony Garverick",Quebec,Quebec,"Small Business","Office Supplies","Pens & Art Supplies","SANFORD Major Accent?Highlighters","Wrap Bag",0.47,2011-02-01
3715,26529,2011-01-28,Low,41,12125.1,0.08,"Delivery Truck",3376.03,297.64,14.7,"Pauline Webber",Saskachewan,Prarie,Consumer,Technology,"Office Machines","Panasonic KX-P3200 Dot Matrix Printer","Jumbo Drum",0.57,2011-02-01
3714,26529,2011-01-28,Low,17,201.72,0.05,"Regular Air",-81.61,11.34,11.25,"Pauline Webber",Alberta,West,Consumer,"Office Supplies",Paper,"Staples 1 Part Blank Computer Paper","Small Box",0.36,2011-02-01
5821,41312,2012-01-31,"Not Specified",21,787.63,0.05,"Regular Air",140.22,39.48,1.99,"Jonathan Howell",Ontario,Ontario,Consumer,Technology,"Computer Peripherals","80 Minute CD-R Spindle. 100/Pack - Staples","Small Pack",0.54,2012-02-01
1367,9925,2012-01-30,Critical,17,86.47,0.07,"Regular Air",-9.35,5.28,2.99,"Chad Sievert","Nova Scotia",Atlantic,Corporate,"Office Supplies","Binders and Binder Accessories","Wilson Jones 1" Hanging DublLock?Ring Binders","Small Box",0.37,2012-02-01
1368,9925,2012-01-30,Critical,31,684.5,0.02,"Regular Air",-27.99,21.38,8.99,"Chad Sievert","Nova Scotia",Atlantic,Corporate,"Office Supplies","Pens & Art Supplies","Boston 1730 StandUp Electric Pencil Sharpener","Small Pack",0.59,2012-02-01
1275,9253,2012-01-30,Critical,36,1644.22,0.05,"Regular Air",563.09,46.94,6.77,"Daniel Lacy",Quebec,Quebec,"Small Business",Furniture,"Office Furnishings","Howard Miller 13" Diameter Goldtone Round Wall Clock","Small Box",0.44,2012-02-01
2767,20003,2012-01-30,Medium,5,141.975,0.09,"Regular Air",-88.94,35.99,0.99,"Shirley Schmidt",Quebec,Quebec,Corporate,Technology,"Telephones and Communication",Accessory31,"Small Pack",0.35,2012-02-01
7529,53795,2012-01-30,High,21,3356.74,0.05,"Regular Air",370.33,195.99,4.2,"Sandra Flanagan",Ontario,Ontario,"Home Office",Technology,"Telephones and Communication",688,"Small Box",0.6,2012-02-01
8016,57280,2012-01-31,Medium,44,299.85,0.03,"Express Air",-260.8,6.48,10.05,"Dennis Pardue",Saskachewan,Prarie,Corporate,"Office Supplies",Paper,"Xerox 1997","Small Box",0.37,2012-02-01
5882,41760,2012-01-27,Low,21,6688.66,0.04,"Regular Air",2648.08,315.98,19.99,"Erica Smith",Alberta,West,"Small Business","Office Supplies","Binders and Binder Accessories","GBC ProClick?150 Presentation Binding System","Small Box",0.38,2012-02-01
5884,41760,2012-01-27,Low,7,685.721,0.08,"Regular Air",-278.87,115.99,2.5,"Erica Smith",Alberta,West,"Small Business",Technology,"Telephones and Communication",6160,"Small Box",0.57,2012-02-01
5885,41760,2012-01-27,Low,40,3232.13,0.05,"Regular Air",696.95,95.99,8.99,"Erica Smith",Alberta,West,"Small Business",Technology,"Telephones and Communication","600 Series Flip","Small Box",0.57,2012-02-01
8115,57958,2009-02-28,Critical,46,1419.83,0.07,"Express Air",385.8,30.98,8.74,"Steven Ward",Manitoba,Prarie,Consumer,"Office Supplies",Paper,"Xerox 1979","Small Box",0.4,2009-03-01
2086,14916,2009-02-27,Low,16,1685.94,0.07,"Express Air",21.02,125.99,8.8,"Cari Sayre",Alberta,West,Corporate,Technology,"Telephones and Communication","StarTAC 6500","Small Box",0.59,2009-03-01
6734,47942,2010-02-27,Medium,3,22.6,0.04,"Express Air",-4.63,5.88,3.04,"Harold Dahlen",Saskachewan,Prarie,Corporate,"Office Supplies",Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers. 5 1/4"X8 1/2". 300/Messages","Wrap Bag",0.36,2010-03-01
2257,16230,2010-02-27,Low,27,3379.01,0.06,"Delivery Truck",-801.09,130.98,54.74,"Sonia Sunley","British Columbia",West,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase. Cherry Finish","Jumbo Box",0.69,2010-03-01
871,6272,2010-02-27,High,33,497.4,0.05,"Regular Air",37.9,14.98,8.99,"Randy Ferguson",Saskachewan,Prarie,Corporate,Furniture,"Office Furnishings","GE 4 Foot Flourescent Tube. 40 Watt","Small Pack",0.39,2010-03-01
874,6272,2010-02-27,High,31,3232.68,0.03,"Regular Air",875.45,105.98,13.99,"Randy Ferguson",Saskachewan,Prarie,Corporate,Furniture,"Office Furnishings","Tenex 46" x 60" Computer Anti-Static Chairmat. Rectangular Shaped","Medium Box",0.65,2010-03-01
2256,16230,2010-02-27,Low,2,13.3,0.09,"Regular Air",-7.86,7.31,0.49,"Sonia Sunley","British Columbia",West,Corporate,"Office Supplies",Labels,"Self-Adhesive Address Labels for Typewriters by Universal","Small Box",0.38,2010-03-01
1471,10627,2010-02-24,Low,4,40.23,0.05,"Regular Air",-30.26,7.77,9.23,"Matt Collister",Quebec,Quebec,"Home Office","Office Supplies",Appliances,"Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Small Box",0.58,2010-03-01
6733,47942,2010-02-27,Medium,30,17034.9,0.09,"Regular Air",5916.34,599.99,24.49,"Harold Dahlen",Saskachewan,Prarie,Corporate,Technology,"Copiers and Fax","Hewlett Packard LaserJet 3310 Copier","Large Box",0.37,2010-03-01
873,6272,2010-02-27,High,8,358.419,0.09,"Express Air",-275.06,55.99,2.5,"Randy Ferguson",Saskachewan,Prarie,Corporate,Technology,"Telephones and Communication",Accessory28,"Small Pack",0.83,2010-03-01
5184,36836,2010-02-26,Medium,43,16116.3,0.08,"Regular Air",6919.87,387.99,19.99,"Karen Carlisle","British Columbia",West,Corporate,"Office Supplies","Binders and Binder Accessories","Fellowes PB300 Plastic Comb Binding Machine","Small Box",0.38,2010-03-01
4089,29156,2010-02-24,Low,10,208.77,0.07,"Regular Air",-76.58,20.97,4,"Denise Monton",Manitoba,Prarie,"Home Office",Technology,"Computer Peripherals","Microsoft Internet Keyboard","Small Box",0.77,2010-03-01
872,6272,2010-02-27,High,48,4965.38,0,"Delivery Truck",-175.46,124.49,51.94,"Randy Ferguson",Saskachewan,Prarie,Corporate,Furniture,Tables,"Bevis 36 x 72 Conference Tables","Jumbo Box",0.63,2010-03-01
707,4960,2011-02-25,Low,30,8363.65,0.09,"Delivery Truck",763.33,300.98,64.73,"Corinna Mitchell",Newfoundland,Atlantic,Corporate,Furniture,"Chairs & Chairmats","Global Leather and Oak Executive Chair. Black","Jumbo Drum",0.56,2011-03-01
4023,28741,2011-02-28,"Not Specified",13,70.13,0.02,"Regular Air",21.51,5.43,0.95,"Craig Molinari",Manitoba,Prarie,"Small Business","Office Supplies",Paper,"Wirebound Message Book. 4 per Page","Wrap Bag",0.36,2011-03-01
4024,28741,2011-02-28,"Not Specified",5,59.76,0.04,"Regular Air",-10.34,10.98,3.37,"Craig Molinari",Manitoba,Prarie,"Small Business","Office Supplies","Scissors. Rulers and Trimmers","Fiskars?Softgrip Scissors","Small Pack",0.57,2011-03-01
2780,20068,2011-02-28,Critical,9,53.18,0.09,"Regular Air",-46.13,5.53,6.98,"Carol Triggs",Quebec,Quebec,"Home Office","Office Supplies","Binders and Binder Accessories","Avery Durable Poly Binders","Small Box",0.39,2011-03-01
5727,40612,2011-02-28,High,9,19.2,0.1,"Regular Air",-6.84,2.21,1.12,"Shaun Chance",Alberta,West,Corporate,"Office Supplies","Pens & Art Supplies","Newell 327","Wrap Bag",0.58,2011-03-01
8285,59204,2012-02-29,Medium,7,251.59,0.09,"Regular Air",39.23,37.94,5.08,"Corey Catlett","British Columbia",West,"Home Office","Office Supplies",Paper,"Snap-A-Way?Black Print Carbonless Ruled Speed Letter. Triplicate","Wrap Bag",0.38,2012-03-01
8286,59204,2012-02-29,Medium,25,151.75,0.04,"Regular Air",-66.24,5.8,5.59,"Corey Catlett",Manitoba,Prarie,"Home Office","Office Supplies","Binders and Binder Accessories","Wilson Jones 襍nap?Scratch Pad Binder Tool for Ring Binders","Small Box",0.4,2012-03-01
1044,7653,2012-02-27,Medium,32,1425.06,0.1,"Regular Air",597.31,48.04,5.09,"Jill Stevenson",Manitoba,Prarie,Consumer,"Office Supplies",Paper,"Xerox 1910","Small Box",0.37,2012-03-01
8284,59204,2012-02-29,Medium,8,250.29,0.1,"Regular Air",-9.31,31.74,12.62,"Corey Catlett","British Columbia",West,"Home Office","Office Supplies","Binders and Binder Accessories","GBC Wire Binding Strips","Small Box",0.37,2012-03-01
5324,37859,2009-03-30,Critical,2,29.03,0.01,"Regular Air",-11.83,11.34,5.01,"Tom Stivers",Quebec,Quebec,"Small Business","Office Supplies",Paper,"Xerox 188","Small Box",0.36,2009-04-01
6748,48035,2009-03-31,Critical,8,155.924,0.09,"Express Air",-63.12,20.99,4.81,"Liz Pelletier",Saskachewan,Prarie,"Home Office",Technology,"Telephones and Communication","1726 Digital Answering Machine","Medium Box",0.58,2009-04-01
3167,22755,2009-03-30,Medium,45,240.6,0.04,"Regular Air",3.45,5.34,2.99,"Fred Harton","British Columbia",West,"Home Office","Office Supplies","Binders and Binder Accessories","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","Small Box",0.38,2009-04-01
3970,28354,2009-03-27,Low,34,507.66,0.1,"Regular Air",106.71,15.98,4,"Dave Kipp",Yukon,Yukon,Corporate,Technology,"Computer Peripherals","Logitech Access Keyboard","Small Box",0.37,2009-04-01
3168,22755,2009-03-30,Medium,5,236.878,0.06,"Regular Air",-275.25,55.99,5,"Fred Harton","British Columbia",West,"Home Office",Technology,"Telephones and Communication",Accessory6,"Small Pack",0.8,2009-04-01
4980,35430,2010-03-25,Low,16,1835.84,0.05,"Regular Air",608.74,110.98,13.99,"Liz Willingham",Ontario,Ontario,"Home Office",Furniture,"Office Furnishings","Rubbermaid ClusterMat Chairmats. Mat Size- 66" x 60". Lip 20" x 11" -90 Degree Angle","Medium Box",0.69,2010-04-01
7430,52964,2010-03-31,Critical,44,5735.79,0.08,"Regular Air",828.27,136.98,24.49,"Jim Radford","Northwest Territories","Northwest Territories",Corporate,Furniture,"Office Furnishings","3M Polarizing Task Lamp with Clamp Arm. Light Gray","Large Box",0.59,2010-04-01
7517,53668,2010-03-31,"Not Specified",9,98.24,0.04,"Regular Air",-10.38,10.98,3.37,"Dorris Love",Quebec,Quebec,Corporate,"Office Supplies","Scissors. Rulers and Trimmers","Fiskars?Softgrip Scissors","Small Pack",0.57,2010-04-01
6317,44706,2010-03-30,Low,18,7556.61,0.08,"Delivery Truck",-352.24,424.21,110.2,"Ritsa Hightower",Ontario,Ontario,Corporate,Furniture,Tables,"Bush Advantage Collection?Racetrack Conference Table","Jumbo Box",0.67,2010-04-01
2658,19206,2010-03-30,Low,32,800,0.1,"Delivery Truck",-210.3,25.98,14.36,"Michelle Moray",Saskachewan,Prarie,Corporate,Furniture,"Chairs & Chairmats","Global Stack Chair without Arms. Black","Jumbo Drum",0.6,2010-04-01
5945,42209,2010-03-29,High,31,8901.78,0.04,"Regular Air",2795.36,276.2,24.49,"Alan Barnes","Northwest Territories","Northwest Territories",Corporate,Furniture,"Chairs & Chairmats","SAFCO Arco Folding Chair","Large Box",NULL,2010-04-01
8160,58342,2011-04-01,High,40,1718.87,0.02,"Regular Air",754.1,40.98,1.99,"Rick Bensley",Manitoba,Prarie,Consumer,Technology,"Computer Peripherals","Imation Printable White 80 Minute CD-R Spindle. 50/Pack","Small Pack",0.44,2011-04-01
5049,36001,2011-03-28,Low,47,564.39,0.09,"Regular Air",51.82,12.95,4.98,"Michelle Lonsdale","Northwest Territories","Northwest Territories","Home Office","Office Supplies","Binders and Binder Accessories","GBC Binding covers","Small Box",0.4,2011-04-01
4564,32454,2011-03-31,Critical,12,83.89,0.05,"Regular Air",-29.59,6.81,5.48,"Ryan Akin",Ontario,Ontario,Consumer,"Office Supplies","Binders and Binder Accessories","Avery Self-Adhesive Photo Pockets for Polaroid Photos","Small Box",0.37,2011-04-01
60,353,2010-12-30,Low,21,46.94,0.02,"Regular Air",3.88,2.21,1,"Dean Percer",Yukon,Yukon,"Home Office","Office Supplies","Pens & Art Supplies","Quartet Alpha?White Chalk. 12/Pack","Wrap Bag",0.38,2011-04-01
4038,28807,2011-03-31,High,9,59.35,0.02,"Express Air",-42.61,4.98,8.33,"Patrick Bzostek",Yukon,Yukon,Consumer,"Office Supplies",Paper,"Xerox 198","Small Box",0.38,2011-04-01
2862,20646,2011-03-30,Medium,41,1204.08,0.04,"Regular Air",341.96,35.99,1.1,"Lauren Leatherbury","British Columbia",West,Corporate,Technology,"Telephones and Communication",Accessory35,"Small Box",0.55,2011-04-01
2192,15782,2012-03-30,High,35,2339.64,0.1,"Regular Air",-1916.71,71.37,69,"Jim Karlsson",Alberta,West,"Small Business",Furniture,Tables,"Lesro Sheffield Collection Coffee Table. End Table. Center Table. Corner Table","Large Box",0.68,2012-04-01
1549,11173,2012-03-30,Critical,37,221.66,0.08,"Regular Air",-95.17,5.98,3.85,"Janet Molinari",Ontario,Ontario,Corporate,Technology,"Computer Peripherals","Imation 3.5" IBM-Formatted Diskettes. 10/Pack","Small Pack",0.68,2012-04-01
5755,40839,2012-03-31,Medium,23,2732.01,0.04,"Delivery Truck",-100.47,119.99,56.14,"Guy Phonely",Ontario,Ontario,Corporate,Technology,"Office Machines","Hewlett-Packard 2600DN Business Color Inkjet Printer","Jumbo Box",0.39,2012-04-01
2903,20964,2012-03-30,Critical,11,629.586,0.04,"Regular Air",-120.09,65.99,8.99,"Patrick Gardner","New Brunswick",Atlantic,Consumer,Technology,"Telephones and Communication","V 3600 Series","Small Box",0.58,2012-04-01
5216,37124,2012-03-30,Low,33,21205.5,0.1,"Regular Air",241.3,699.99,24.49,"Julie Kriz",Manitoba,Prarie,Corporate,Technology,"Copiers and Fax","Canon PC1060 Personal Laser Copier","Large Box",0.41,2012-04-01
2112,15104,2012-03-29,Medium,23,109.43,0.09,"Regular Air",21.77,4.82,1.49,"Resi Polking",Alberta,West,"Small Business","Office Supplies","Binders and Binder Accessories","Tuff Stuff?Recycled Round Ring Binders","Small Box",0.36,2012-04-01
4401,31364,2009-05-01,"Not Specified",2,789.01,0.07,"Regular Air",-539.59,415.88,11.37,"Beth Thompson","Northwest Territories","Northwest Territories",Corporate,"Office Supplies","Storage & Organization","Deluxe Rollaway Locking File with Drawer","Small Box",0.57,2009-05-01
7632,54595,2009-04-28,Medium,41,5258.94,0.09,"Delivery Truck",-421.76,130.98,30,"Erica Hernandez",Ontario,Ontario,"Small Business",Furniture,"Chairs & Chairmats","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms. Plum","Jumbo Drum",0.78,2009-05-01
2198,15815,2009-05-01,Critical,24,107.41,0.03,"Regular Air",20.68,4.55,1.49,"Mitch Willingham",Saskachewan,Prarie,Corporate,"Office Supplies","Binders and Binder Accessories","Presstex Flexible Ring Binders","Small Box",0.35,2009-05-01
6387,45380,2009-04-30,Critical,34,1912.98,0.06,"Express Air",288.09,65.99,8.8,"Charles Crestani","British Columbia",West,Consumer,Technology,"Telephones and Communication",6120,"Small Box",0.58,2009-05-01
782,5569,2010-04-29,"Not Specified",12,118.97,0.09,"Regular Air",-0.06,9.65,6.22,"Frank Price",Nunavut,Nunavut,Corporate,Furniture,"Office Furnishings","Eldon Expressions?Desk Accessory. Wood Pencil Holder. Oak","Small Box",0.55,2010-05-01
5466,38850,2010-04-29,Medium,34,12570.7,0.02,"Delivery Truck",-4560.43,348.21,40.19,"Corey Lock","British Columbia",West,"Home Office",Furniture,Tables,"Bretford CR4500 Series Slim Rectangular Table","Jumbo Box",0.62,2010-05-01
8106,57857,2010-05-01,High,18,314.96,0.1,"Regular Air",153.48,18.65,3.77,"Anthony Rawles","British Columbia",West,"Small Business",Furniture,"Office Furnishings","3M Polarizing Light Filter Sleeves","Small Pack",0.39,2010-05-01
315,2208,2011-04-30,"Not Specified",41,23281.1,0.09,"Regular Air",9097.65,599.99,24.49,"Jack O'Briant","Nova Scotia",Atlantic,"Home Office",Technology,"Copiers and Fax","Hewlett Packard LaserJet 3310 Copier","Large Box",0.37,2011-05-01
2379,17252,2011-04-29,"Not Specified",49,11365.6,0.08,"Delivery Truck",229.22,296.18,54.12,"Ivan Liston",Ontario,Ontario,Consumer,Furniture,Tables,"Hon 94000 Series Round Tables","Jumbo Box",0.76,2011-05-01
554,3750,2011-04-29,Medium,12,76.16,0.04,"Regular Air",-24.03,5.98,5.2,"Aaron Smayling",Quebec,Quebec,"Small Business","Office Supplies",Paper,"Xerox 1992","Small Box",0.36,2011-05-01
2561,18528,2011-04-30,Critical,33,340.97,0.07,"Regular Air",-22.82,10.98,3.99,"Jas O'Carroll",Ontario,Ontario,Corporate,"Office Supplies",Appliances,"Staples Surge Protector 6 outlet","Small Box",0.58,2011-05-01
3183,22850,2011-04-30,Medium,4,105.13,0.08,"Regular Air",-103.23,27.48,4,"Allen Armold",Yukon,Yukon,"Home Office",Technology,"Computer Peripherals","Belkin MediaBoard 104- Keyboard","Small Box",0.75,2011-05-01
4797,34086,2012-04-29,High,41,2251.91,0.04,"Regular Air",655.91,65.99,2.5,"Nat Gilpin",Ontario,Ontario,Consumer,Technology,"Telephones and Communication",6190,"Small Box",0.55,2012-05-01
3765,26912,2012-04-27,Low,18,3136.2,0.07,"Regular Air",439.78,205.99,5.26,"Noel Staavos",Quebec,Quebec,"Home Office",Technology,"Telephones and Communication",i470,"Small Box",0.56,2012-05-01
104,644,2012-04-30,Critical,5,1679.58,0.01,"Delivery Truck",-171.92,320.98,58.95,"Bill Eplett",Quebec,Quebec,Corporate,Furniture,"Chairs & Chairmats","Hon 4070 Series Pagoda?Round Back Stacking Chairs","Jumbo Drum",0.57,2012-05-01
7372,52519,2012-04-29,High,6,120.38,0.09,"Regular Air",-29.77,20.48,6.32,"Bill Eplett",Quebec,Quebec,Corporate,"Office Supplies",Appliances,"Kensington 6 Outlet Guardian Standard Surge Protector","Small Box",0.58,2012-05-01
5066,36103,2012-04-29,Critical,10,55.82,0.01,"Regular Air",-28.85,4.82,5.72,"Nathan Mautz","New Brunswick",Atlantic,"Home Office",Furniture,"Office Furnishings","Magna Visual Magnetic Picture Hangers","Small Pack",0.47,2012-05-01
